19767200	1243	14	14	1	0
9594702	1243	14	14	1	0
1478876	1243	14	14	1	0
21502439	1243	14	14	1	0
17789253	1243	18	18	1	0
8916635	1243	18	18	1	0
22291740	1243	23	23	1	0
13152301	494	30	26	1	0
9382241	494	30	26	1	0
22113226	494	30	26	1	0
23281359	494	30	26	1	0
14714535	494	30	26	1	0
22058621	494	30	26	2	0
22123147	494	30	26	1	0
17827735	494	30	26	1	0
19493509	494	30	26	1	0
2024111	494	30	26	1	0
23213710	494	30	26	1	0
17272868	494	30	26	1	0
22093420	494	30	26	1	0
20770253	494	30	26	1	0
14403630	494	30	26	1	0
16137051	1243	40	27	1	0
4314291	1243	40	27	1	0
10284989	1243	40	27	1	0
21394474	677	53	31	1	0
11169370	1243	58	36	1	0
16008855	1243	58	36	1	0
22279295	1243	58	36	1	0
1465059	601	61	39	1	0
20262146	601	61	39	1	0
14204896	1243	62	40	1	0
16368101	1243	62	40	1	0
10063609	1243	62	40	1	0
12994044	1243	62	40	1	0
13399195	1243	62	40	1	0
12667576	1243	62	40	1	0
12849819	1243	62	40	1	0
12880763	1243	62	40	1	0
13184815	1243	62	40	1	0
12621908	1243	62	40	1	0
13237570	1243	62	40	1	0
12652188	1243	62	40	1	0
12136616	1243	62	40	1	0
13277806	1243	62	40	0	1
12913627	1243	62	40	1	0
12316845	1243	62	40	1	0
12834375	1243	62	40	1	0
12390747	1243	62	40	1	0
12977513	1243	62	40	1	0
13437251	1243	62	40	1	0
12156137	1243	62	40	1	0
13218080	1243	62	40	1	0
12686376	1243	62	40	1	0
12858367	1243	62	40	1	0
12266351	1243	62	40	1	0
13146297	1243	62	40	1	0
12767791	1243	62	40	1	0
12645922	1243	62	40	1	0
13257090	1243	62	40	1	0
12855721	1243	62	40	1	0
13017765	1243	62	40	1	0
12612987	1243	62	40	1	0
12198602	1243	62	40	1	0
12556973	1243	62	40	1	0
12677419	1243	62	40	1	0
12360936	1243	62	40	1	0
12986400	1243	62	40	1	0
13331817	1243	62	40	1	0
13298003	1243	62	40	1	0
12234082	1243	62	40	1	0
13247430	1243	62	40	1	0
12210095	1243	62	40	1	0
12376617	1243	62	40	1	0
13212359	1243	62	40	1	0
12543768	1243	62	40	1	0
13004751	1243	62	40	1	0
12190611	1243	62	40	1	0
13143411	1243	62	40	1	0
13005769	1243	62	40	1	0
12467374	1243	62	40	1	0
12919376	1243	62	40	1	0
12475019	1243	62	40	1	0
12294723	1243	62	40	1	0
12239528	1243	62	40	1	0
13450600	1243	62	40	1	0
12441324	1243	62	40	1	0
12905370	1243	62	40	1	0
13447276	1243	62	40	1	0
9397672	1243	62	40	1	0
9396592	1243	62	40	1	0
11354624	1243	62	40	1	0
9385740	1243	62	40	1	0
7252115	1243	62	40	1	0
9375218	1243	62	40	1	0
9368616	1243	62	40	1	0
7250509	1243	62	40	1	0
11287581	1243	62	40	1	0
10140290	1243	62	40	1	0
7451908	1243	62	40	1	0
10735312	1243	62	40	1	0
7453563	1243	62	40	1	0
9307421	1243	62	40	1	0
9305201	1243	62	40	1	0
11397156	1243	62	40	1	0
11400036	1243	62	40	1	0
9289779	1243	62	40	1	0
7244224	1243	62	40	1	0
9286165	1243	62	40	1	0
9889030	1243	62	40	1	0
10219661	1243	62	40	1	0
10222618	1243	62	40	1	0
6954035	1243	62	40	1	0
9270508	1243	62	40	1	0
9818789	1243	62	40	1	0
11425048	1243	62	40	1	0
7849658	1243	62	40	1	0
10235125	1243	62	40	1	0
9229893	1243	62	40	0	1
10920801	1243	62	40	1	0
12108972	1243	62	40	1	0
11266492	1243	62	40	1	0
7816516	1243	62	40	1	0
7267055	1243	62	40	1	0
11084853	1243	62	40	1	0
9886743	1243	62	40	1	0
9159083	1243	62	40	1	0
10978898	1243	62	40	1	0
9156238	1243	62	40	1	0
9145631	1243	62	40	1	0
11477017	1243	62	40	1	0
7077260	1243	62	40	1	0
7287946	1243	62	40	1	0
11479524	1243	62	40	1	0
7396009	1243	62	40	1	0
11480758	1243	62	40	1	0
10269959	1243	62	40	1	0
9916012	1243	62	40	1	0
12105260	1243	62	40	1	0
10980436	1243	62	40	1	0
11997275	1243	62	40	1	0
9585516	1243	62	40	1	0
10277435	1243	62	40	1	0
9100502	1243	62	40	1	0
9092521	1243	62	40	1	0
11119663	1243	62	40	1	0
9593909	1243	62	40	1	0
9086472	1243	62	40	1	0
9079393	1243	62	40	1	0
10602419	1243	62	40	1	0
9062413	1243	62	40	1	0
9061227	1243	62	40	1	0
9802565	1243	62	40	1	0
6997046	1243	62	40	1	0
10892948	1243	62	40	1	0
10110728	1243	62	40	1	0
11536848	1243	62	40	1	0
7530123	1243	62	40	1	0
6826160	1243	62	40	1	0
12096663	1243	62	40	1	0
9617096	1243	62	40	1	0
8992230	1243	62	40	1	0
6920620	1243	62	40	1	0
7535900	1243	62	40	1	0
11143959	1243	62	40	1	0
7386004	1243	62	40	1	0
8982336	1243	62	40	0	1
8979865	1243	62	40	1	0
8977840	1243	62	40	1	0
8974765	1243	62	40	1	0
8115489	1243	62	40	1	0
9794562	1243	62	40	1	0
7916023	1243	62	40	1	0
7115871	1243	62	40	1	0
8941860	1243	62	40	1	0
10874104	1243	62	40	1	0
10704970	1243	62	40	1	0
8926887	1243	62	40	1	0
8912675	1243	62	40	1	0
9644593	1243	62	40	1	0
10867649	1243	62	40	1	0
8895553	1243	62	40	1	0
8890888	1243	62	40	1	0
9872371	1243	62	40	1	0
7378800	1243	62	40	1	0
10744866	1243	62	40	1	0
10359828	1243	62	40	1	0
10712982	1243	62	40	1	0
11637439	1243	62	40	1	0
7206571	1243	62	40	1	0
8812527	1243	62	40	1	0
